id,firstName,lastName,shortFirstName,shortLastName,gender,matchName,nationality,nationalityId,position,type,dateOfBirth,countryOfBirth,countryOfBirthId,height,weight,foot,shirtNumber,startDate,endDate,status,active,knownName,placeOfBirth,secondNationality,secondNationalityId
di9i2ld6fdcqfcb9351peawgl,Michael,Hansen,Michael,Hansen,Male,M. Hansen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,coach,1971-09-22,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,NaN,2020-08-30Z,NaN,active,yes,NaN,NaN,NaN,NaN
drzdo6ouxi5n4jafhfajpor85,Nicklas,Røjkjær,Nicklas,Røjkjær,Male,N. Røjkjær,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,1998-07-24,Denmark,5adf60vwiw2f2mibyq1k4ex7i,179.0,68.0,right,10.0,2022-06-15Z,2024-02-01Z,active,no,NaN,Silkeborg,NaN,NaN
duvhbifjh37mvlm46akiy431m,Mikkel,Juhl Aagaard Andersen,Mikkel,Juhl,Male,M. Juhl,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2000-01-29,Denmark,5adf60vwiw2f2mibyq1k4ex7i,178.0,NaN,right,5.0,2023-07-28Z,2024-06-24Z,active,no,NaN,Præstø,NaN,NaN
e8vt8711wb40afht2v13omket,Mikkel,Wohlgemuth,Mikkel,Wohlgemuth,Male,M. Wohlgemuth,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,1995-06-04,Denmark,5adf60vwiw2f2mibyq1k4ex7i,179.0,75.0,right,8.0,2022-07-01Z,2024-06-28Z,active,no,NaN,NaN,NaN,NaN
ei3xmwfz8dah5e4lcbu4w98t1,Jesper,Lindorff Juelsgård,Jesper,Juelsgård,Male,J. Juelsgård,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,1989-01-26,Denmark,5adf60vwiw2f2mibyq1k4ex7i,180.0,82.0,left,18.0,2023-01-12Z,2025-06-30Z,active,yes,NaN,Spjald,NaN,NaN
eiy7fhqxdx3ypg4dq4454hpbe,Valdemar,Birksø Thorsen,Valdemar,Birksø,Male,V. Birksø,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,2001-03-17,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,1.0,2022-06-15Z,2024-06-30Z,active,no,NaN,Brande,NaN,NaN
elheowoqzb5jq07fpw19g85bd,Jeppe,Spliid Gertsen,Jeppe,Gertsen,Male,J. Gertsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,1997-02-09,Denmark,5adf60vwiw2f2mibyq1k4ex7i,190.0,82.0,NaN,6.0,2021-07-01Z,2023-12-31Z,active,no,NaN,Aarhus,NaN,NaN
f5do9kh6590dwx2732iak0edx,Anders,Sølvsten Holvad,Anders,Holvad,Male,A. Holvad,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,1990-06-24,Denmark,5adf60vwiw2f2mibyq1k4ex7i,187.0,74.0,NaN,17.0,2023-01-28Z,2023-08-31Z,active,no,NaN,NaN,NaN,NaN
hm7w2b4a6j0q3bprq118r5uy,Adam Emil,Skaanning Jakobsen,Adam,Jakobsen,Male,A. Jakobsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,1999-04-07,Denmark,5adf60vwiw2f2mibyq1k4ex7i,185.0,81.0,right,11.0,2022-07-01Z,2024-03-16Z,active,no,NaN,københavn,NaN,NaN
vhi48idnigudh60qxq6eacph,Nicolaj,Ritter,NaN,NaN,Male,N. Ritter,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,1992-05-08,Denmark,5adf60vwiw2f2mibyq1k4ex7i,180.0,71.0,both,2.0,2018-07-01Z,2024-06-30Z,active,no,NaN,Brovst,NaN,NaN
10ild3i9vwegiehbmfi0nivbo,Tobias,Lindegaard Elmelund,NaN,NaN,Male,T. Elmelund,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2005-03-21,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,44.0,2023-04-24Z,NaN,active,yes,NaN,NaN,NaN,NaN
1c4de71uwwve9ohwuwj5vpal1,Álvaro Márcio,Santos,NaN,NaN,Male,Álvaro Santos,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,NaN,coach,1980-01-30,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,181.0,88.0,NaN,NaN,2023-10-27Z,2024-06-30Z,active,no,NaN,São Paulo,NaN,NaN
1fjkjzsei9slx2t4zhsqdkve1,Monday Bassey,Etim,NaN,NaN,Male,M. Etim,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Attacker,player,1998-12-04,Nigeria,63pvdwrsiq5b07mzi8igqei9p,175.0,74.0,NaN,11.0,2023-06-20Z,2024-07-18Z,active,no,NaN,Calabar,NaN,NaN
1n4t6k5k2on5iihoc59brxi3t,Oliver,Vugrin Flindt Drost,Oliver,Drost,Male,O. Drost,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,1995-11-04,Denmark,5adf60vwiw2f2mibyq1k4ex7i,187.0,NaN,NaN,9.0,2021-07-01Z,2024-01-22Z,active,no,NaN,NaN,NaN,NaN
1t8i9ukfi9ipcb2sllbsrgus,Victor,Harboe Olsen,NaN,NaN,Male,V. Harboe,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2005-12-31,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,NaN,2023-07-01Z,2024-06-30Z,active,no,NaN,NaN,NaN,NaN
2n4w77c099dyp51f44djz50tm,Mathias,Brems Jensen,Mathias,Brems,Male,M. Brems,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2002-03-13,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,39.0,2022-07-05Z,NaN,active,yes,NaN,NaN,NaN,NaN
43d5sonjnxeharv3oprcbzfv8,Mathias,Bill,NaN,NaN,Male,M. Bill,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2004-05-28,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,24.0,2022-10-15Z,2024-01-08Z,active,no,NaN,NaN,NaN,NaN
45bcgucg627rhrdgt8tn9hd9m,Kasper,Thiesson Kristensen,Kasper,Kristensen,Male,K. Kristensen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,1999-08-04,Denmark,5adf60vwiw2f2mibyq1k4ex7i,191.0,75.0,right,1.0,2024-01-24Z,2024-06-30Z,active,no,NaN,Aarhus,NaN,NaN
493oawiuqa79h1hm8av4sbgus,Frederik,Onsberg Marker,NaN,NaN,Male,F. Marker,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2005-05-11,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,47.0,2023-07-01Z,2024-06-30Z,active,no,NaN,NaN,NaN,NaN
4kribchzl5lme5b56pigqdh7u,Frederik Rasmus,Christensen,Frederik,Christensen,Male,F. Christensen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2001-01-18,Denmark,5adf60vwiw2f2mibyq1k4ex7i,194.0,NaN,NaN,17.0,2023-07-01Z,2024-01-02Z,active,no,NaN,NaN,NaN,NaN
56rxae8dp79um72eq07d9tzis,Hjalte,Tarp Madsen,NaN,NaN,Male,H. Tarp,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2006-10-23,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,45.0,2023-07-01Z,NaN,active,yes,NaN,NaN,NaN,NaN
5dkmh0f8c1o1uye07m28hkatx,Jacob,Toppel Schoop,Jacob,Schoop,Male,J. Schoop,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,1988-12-23,Denmark,5adf60vwiw2f2mibyq1k4ex7i,176.0,68.0,NaN,20.0,2022-01-27Z,2024-06-30Z,active,no,NaN,NaN,NaN,NaN
5l4gputgu1kti0fygivtpf7u2,Emil,Wass,Emil,Wass,Male,E. Wass,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,1999-02-21,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,29.0,2023-08-31Z,2024-01-31Z,active,no,NaN,NaN,NaN,NaN
8h3cyhuw5049gcxrsld3rw1ec,Villads,Westh,Villads,Westh,Male,V. Westh,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2004-04-25,Denmark,5adf60vwiw2f2mibyq1k4ex7i,182.0,73.0,left,18.0,2024-02-01Z,NaN,active,yes,NaN,NaN,NaN,NaN
5ojtpz2h5kjoaq3cwcfjrf6c5,Frederik,Helstrup Jensen,Frederik,Helstrup,Male,F. Helstrup,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,1993-03-16,Denmark,5adf60vwiw2f2mibyq1k4ex7i,188.0,82.0,both,3.0,2022-07-13Z,2024-06-30Z,active,no,NaN,København,NaN,NaN
5r4gz9m0mvpu7b8mcx1o1zn55,Jakob,Warburg Johansson,Jakob,Johansson,Male,J. Johansson,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,1998-08-06,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,NaN,2023-10-05Z,2023-12-31Z,active,no,NaN,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb
5w0giylttgiapseaw6qky0mxg,Frederik,Juul Christensen,NaN,NaN,Male,F. Christensen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2000-01-19,Denmark,5adf60vwiw2f2mibyq1k4ex7i,176.0,70.0,NaN,23.0,2019-07-17Z,2024-06-15Z,active,no,NaN,NaN,NaN,NaN
684e0s2d07g8o4o0kd1e2odlh,Stan,van Bladeren,Stan,van Bladeren,Male,S. van Bladeren,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Goalkeeper,player,1997-10-01,Netherlands,6hzi5pltnz67q4la8yli9qfv6,184.0,NaN,right,41.0,2022-07-01Z,2024-06-30Z,active,no,NaN,Voorhout,NaN,NaN
71wfumggsne28ieaiuwezyaj9,Ferhan,Hasani,Ferhan,Hasani,Male,F. Hasani,North Macedonia,1lesyxylc5eza0a4z87t9azcc,Midfielder,player,1990-06-18,North Macedonia,1lesyxylc5eza0a4z87t9azcc,189.0,76.0,right,10.0,2023-06-15Z,2024-09-02Z,retired,no,NaN,Tetovo,Albania,17zsm8shejejls2on1ffil3op
7k2c7wgoywy7boesjer5578q1,Frederik,Ibsen,Frederik,Ibsen,Male,F. Ibsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,1997-03-28,Denmark,5adf60vwiw2f2mibyq1k4ex7i,186.0,80.0,right,1.0,2023-06-28Z,2024-01-23Z,active,no,NaN,NaN,NaN,NaN
7mz3eeftobqmj35uu0ax1vbhl,Mikkel,Knudsen,Mikkel,Knudsen,Male,M. Knudsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,1993-07-21,Denmark,5adf60vwiw2f2mibyq1k4ex7i,185.0,NaN,NaN,4.0,2021-08-17Z,NaN,active,yes,NaN,NaN,NaN,NaN
7y8qjl0c3jf16gbz546gu37dg,Marcos Kayck,Morais de Oliveira,Marcos Kayck,Morais de Oliveira,Male,Marcos Kayck,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,Attacker,player,2003-11-03,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,NaN,NaN,NaN,NaN,2024-01-10Z,2024-01-23Z,active,no,Marcos Kayck,NaN,NaN,NaN
83bjase2xf2o9x839ey4l0j6c,Souheib,Yekdah,NaN,NaN,Male,S. Yekdah,France,7gww28djs405rfga69smki84o,Midfielder,player,NaN,France,7gww28djs405rfga69smki84o,NaN,NaN,NaN,NaN,2024-01-23Z,2024-06-30Z,active,no,NaN,NaN,NaN,NaN
879e945hnd4yun1dkgl205vdg,Mingus Valdemar,Geisnæs Hesselholt,NaN,NaN,Male,M. Hesselholt,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2006-01-23,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,NaN,2023-07-01Z,2024-06-30Z,active,no,NaN,NaN,NaN,NaN
8fv2a7mnj98zcgfy7gph1xa1g,Hjalte,Søborg Petersen,NaN,NaN,Male,H. Petersen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,2002-05-25,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,31.0,2021-07-01Z,NaN,active,yes,NaN,NaN,NaN,NaN
8rca5ubs4sceptlozciq296cq,Ludvig August,Carlius,Ludwig,Carlius,Male,L. Carlius,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Midfielder,player,2001-03-14,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,NaN,18.0,2024-01-01Z,2024-06-30Z,active,no,NaN,NaN,NaN,NaN
8uzx6yb66zjn0ke2rwqlg7wus,Mel Yannick Joel,Agnero,Yannick,Agnero,Male,Y. Agnero,Côte d'Ivoire,tin6kf561ywonqan0mettr98,Attacker,player,2003-02-20,Côte d'Ivoire,tin6kf561ywonqan0mettr98,184.0,NaN,right,9.0,2024-02-01Z,2024-06-30Z,active,no,NaN,NaN,NaN,NaN
9ircna8pbskreztmy1wiqwx9m,Sterling Siloe,Yatéké,Sterling,Yatéké,Male,S. Yatéké,Central African Republic,4grlavjd5jd86praiug1voxmd,Attacker,player,1999-09-15,Central African Republic,4grlavjd5jd86praiug1voxmd,184.0,80.0,right,19.0,2022-08-12Z,2024-07-20Z,active,no,NaN,Bangui,NaN,NaN
9pe1f6qsbm9j1i3wt63d7jvqi,John,Bredal,NaN,NaN,Male,J. Bredal,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,assistant coach,1963-08-12,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,NaN,2023-07-01Z,2024-06-30Z,active,no,NaN,NaN,NaN,NaN
9usv0ssz90283gcaonqee9b10,Nikolaj,Holmegaard Larsen,NaN,NaN,Male,N. Holmegaard,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2006-02-25,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,NaN,2024-05-19Z,NaN,active,yes,NaN,NaN,NaN,NaN
a8pt1gxf4e1fwqdim9vhsjsb8,Sebastian,Slettegaard Petersen,NaN,NaN,Male,S. Slettegaard,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2005-10-28,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,46.0,2023-07-01Z,NaN,active,yes,NaN,NaN,NaN,NaN
a8y17yuoeo5ad25juugfnjy1g,Rasmus,Dupont Lindén,NaN,NaN,Male,R. Lindén,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2004-04-10,Denmark,5adf60vwiw2f2mibyq1k4ex7i,175.0,NaN,right,15.0,2023-04-19Z,NaN,active,yes,NaN,Hillerød,NaN,NaN
a8zxp4qf5nw7eumulk3z3d15g,Mathias Minik,Fals Schandorff Christensen,NaN,NaN,Male,M. Christensen,Greenland,9luu0jtbgpsk9oetk60qql5re,Midfielder,player,2001-11-10,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,14.0,2023-07-01Z,NaN,active,yes,NaN,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i
ahs6m7vvgmj6ydqok7as4nx0,Robert,Marcus,NaN,NaN,Male,R. Marcus,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2004-02-17,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,21.0,2022-02-25Z,2024-03-15Z,active,no,NaN,NaN,NaN,NaN
b55jtl3ixolidn6cvc4t90efo,Jakob,Vadstrup Larsen,Jakob,Vadstrup,Male,J. Vadstrup,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2003-07-30,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,6.0,2022-07-28Z,2024-05-31Z,active,no,NaN,NaN,NaN,NaN
b8tw9d3b8tgnfezy68vadwnx0,Frederik,Karlsen,NaN,NaN,Male,F. Karlsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2004-11-19,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,both,22.0,2023-01-24Z,2024-06-21Z,active,no,NaN,NaN,NaN,NaN
bhsfahebxovo3dr1nz5nzqn10,Donart,Bedjeti,NaN,NaN,Male,D. Bedjeti,North Macedonia,1lesyxylc5eza0a4z87t9azcc,Attacker,player,2006-03-05,North Macedonia,1lesyxylc5eza0a4z87t9azcc,NaN,NaN,NaN,NaN,2023-08-25Z,NaN,active,yes,NaN,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i
c319um8g0k94cufcv0cfywcno,Alexander,Hvid Edvardsen,NaN,NaN,Male,A. Hvid,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2004-03-02,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,25.0,2023-01-27Z,NaN,active,yes,NaN,NaN,NaN,NaN
c3okou4sh3r5i7mei6lpjks4q,Ben Mikael,Engdahl,Ben,Engdahl,Male,B. Engdahl,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Defender,player,2003-09-17,Sweden,1z6l2c33w2kyz9rdefs1d68nb,179.0,69.0,right,24.0,2024-02-02Z,2024-06-30Z,active,no,NaN,NaN,NaN,NaN
cgaosi8nwcq3jyfi67iihahyi,Hektor,Højbjerre-Thomsen,Hektor,Højbjerre-Thomsen,Male,H. Højbjerre-Thomsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2002-02-04,Denmark,5adf60vwiw2f2mibyq1k4ex7i,183.0,NaN,right,27.0,2023-07-27Z,2024-01-09Z,active,no,NaN,NaN,NaN,NaN
d43hrj4xi5xdij00jplvqju1h,Daniel,Norouzi,NaN,NaN,Male,D. Norouzi,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,1992-01-03,Iran,e53g9hr2d3kasm34uumbg8r4,NaN,NaN,NaN,88.0,2019-07-01Z,2024-06-30Z,active,no,NaN,NaN,NaN,NaN
dcj1r91o3t276o924heml8stl,Souheib,Dhaflaoui,NaN,NaN,Male,S. Dhaflaoui,Tunisia,2um1icx6ftp1auliaxyw0ou6y,Midfielder,player,1996-05-08,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,68.0,2024-01-23Z,NaN,active,yes,NaN,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i
dijsnwotozcyyreas8n3oehw4,Lucas Junior Jesper,Larsen,NaN,NaN,Male,L. Larsen,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Defender,player,2002-08-12,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,NaN,5.0,2024-01-20Z,NaN,active,yes,NaN,NaN,NaN,NaN
dsn7m5pm574argz1d7ofgjmj9,Erik Mats Simon,Andersson,Erik,Andersson,Male,E. Andersson,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Midfielder,player,1997-05-03,Sweden,1z6l2c33w2kyz9rdefs1d68nb,179.0,78.0,NaN,7.0,2024-01-05Z,2024-07-25Z,active,no,NaN,Malmö,NaN,NaN
dz8s1baxo3lpznfol2rlfdmhg,Gustav Ærenlund,Johansen,NaN,NaN,Male,G. Johansen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2007-04-05,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,NaN,2024-05-31Z,NaN,active,yes,NaN,NaN,NaN,NaN
e28vnripq7f1eyxmewplbp250,Cornelius Seamus,Bjerregård Kilpatrick,NaN,NaN,Male,C. Kilpatrick,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2006-05-31,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,NaN,2024-04-01Z,2024-06-30Z,active,no,NaN,NaN,NaN,NaN
edxnlomiqbzt71l5aob22rmj9,Jayce Lee,Mascarenhas-Olivero,Jayce,Olivero,Male,J. Olivero,Gibraltar,1uebysp0nph4vtqw6gsv347jw,Defender,player,1998-07-02,Gibraltar,1uebysp0nph4vtqw6gsv347jw,182.0,NaN,left,12.0,2023-08-30Z,2024-01-18Z,active,no,NaN,NaN,NaN,NaN
eghsr9dfuel5vr3o3uogs2ot0,Nikolaj,Bagger,NaN,NaN,Male,N. Bagger,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2005-11-01,Denmark,5adf60vwiw2f2mibyq1k4ex7i,174.0,NaN,right,43.0,2023-03-17Z,NaN,active,yes,NaN,NaN,NaN,NaN
ersburboye1ic6pxc36ytm4et,Saku Tuomas Severi,Ylätupa,Saku,Ylätupa,Male,S. Ylätupa,Finland,2u07e54v5dprsugdvddpq5ync,Attacker,player,1999-08-04,Finland,2u07e54v5dprsugdvddpq5ync,171.0,75.0,both,8.0,2024-01-05Z,2024-06-30Z,active,no,NaN,Espoo,NaN,NaN
eyvv6b94feknnp1uew6n0ytat,Nicklas Mouritz,Mouritsen,Nicklas,Mouritsen,Male,N. Mouritsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,1995-03-15,Denmark,5adf60vwiw2f2mibyq1k4ex7i,180.0,73.0,left,5.0,2021-01-28Z,2023-08-18Z,active,no,NaN,København,NaN,NaN
khqldwfq14b7giakss24l9t5,Kasper,Enghardt Pedersen,Kasper,Enghardt,Male,K. Enghardt,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,1992-05-27,Denmark,5adf60vwiw2f2mibyq1k4ex7i,186.0,79.0,NaN,2.0,2021-07-01Z,2024-06-30Z,active,no,NaN,NaN,NaN,NaN
y3gbqxmdntxpihfne37nph5g,Daniel,Pedersen,NaN,NaN,Male,D. Pedersen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,coach,1987-06-09,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,NaN,2023-01-13Z,2023-10-22Z,active,no,NaN,NaN,NaN,NaN
18g25rcpd99fe1gvr48uoqmtw,Emil,Villumsen,NaN,NaN,Male,E. Villumsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2006-09-19,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,30.0,2023-07-01Z,NaN,active,yes,NaN,NaN,NaN,NaN
1icurh5jrnw1e6jdgqxjnhdnu,Gabriël,Çulhacı,Gabriël,Culhaci,Male,G. Çulhacı,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Defender,player,1999-12-30,Netherlands,6hzi5pltnz67q4la8yli9qfv6,178.0,NaN,left,NaN,2024-01-31Z,NaN,active,yes,NaN,Amsterdam,NaN,NaN
22o2j24rzpniduvi4lv3eeyy2,Casper,Gedsted Hansen,Casper,Gedsted,Male,C. Gedsted,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2002-02-04,Denmark,5adf60vwiw2f2mibyq1k4ex7i,174.0,70.0,right,5.0,2023-01-18Z,2024-06-14Z,active,no,NaN,NaN,NaN,NaN
2lc9bt5639t572il73e9y044,Dulat,Talyspaev,NaN,NaN,Male,D. Talyspaev,Kazakhstan,6kewn14jj4ncyzghlbu61hna6,Goalkeeper,player,2005-08-23,Kazakhstan,6kewn14jj4ncyzghlbu61hna6,188.0,NaN,right,NaN,2024-01-01Z,NaN,active,yes,NaN,NaN,NaN,NaN
2pm5oqzyonn0dysa5nszgq3xm,Hans Christian,Bonnesen,NaN,NaN,Male,H. Bonnesen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2001-03-17,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,NaN,2024-02-01Z,NaN,active,yes,NaN,NaN,NaN,NaN
3j17sy1es1n95b6wldq0guuad,Sebastian Linnet,John,Sebastian,John,Male,S. John,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,1996-03-26,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,1.0,2023-07-12Z,2023-12-31Z,active,no,NaN,NaN,NaN,NaN
3mcj3wypzq3lno1ehc0vif1sl,Jafar Aurelio Miguel,Arias,Jafar,Arias,Male,J. Arias,Curaçao,5im58ram567ao2fbnz39sm8vk,Attacker,player,1995-06-16,Curaçao,5im58ram567ao2fbnz39sm8vk,191.0,78.0,right,NaN,2024-01-29Z,2025-06-30Z,active,yes,NaN,Willemstad,Netherlands,6hzi5pltnz67q4la8yli9qfv6
3mgrufy83uhzs9liw8pwxi784,Gabriel M.,Larsen,NaN,NaN,Male,G. Larsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2006-12-20,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,28.0,2023-07-01Z,NaN,active,yes,NaN,NaN,NaN,NaN
4m7gr5z6b40dj02yrmlwgeluc,Sebastian,Larsen,NaN,NaN,Male,S. Larsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2004-05-25,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,13.0,2023-07-01Z,NaN,active,yes,NaN,NaN,NaN,NaN
4s4vcup6qe0t74b82ojfb2w44,Rasmus,Lynder,NaN,NaN,Male,R. Lynder,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2007-02-15,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,NaN,2023-07-20Z,2023-07-24Z,active,no,NaN,NaN,NaN,NaN
4sgxth7onhb5mu29bgyupby3u,Jubril,Chukwu-Emeka Adedeji,Jubril,Adedeji,Male,J. Adedeji,England,1fk5l4hkqk12i7zske6mcqju6,Attacker,player,2000-05-25,England,1fk5l4hkqk12i7zske6mcqju6,182.0,72.0,right,14.0,2019-01-18Z,2023-11-30Z,active,no,NaN,NaN,Nigeria,63pvdwrsiq5b07mzi8igqei9p
4ti8pdx03j8dh4mdb626ltmvo,Niklas,Jakobsen,NaN,NaN,Male,N. Jakobsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2005-10-05,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,21.0,2023-03-17Z,NaN,active,yes,NaN,NaN,NaN,NaN
5nved2kta2hk8103hkyhq33hm,Mattias,Jakobsen,Mattias,Jakobsen,Male,M. Jakobsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2003-01-08,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,3.0,2024-02-01Z,NaN,active,yes,NaN,NaN,NaN,NaN
5rz2yptd4ha5ko6z6zwgzrxed,Gregg,Ryder,Gregg,Ryder,Male,G. Ryder,England,1fk5l4hkqk12i7zske6mcqju6,NaN,assistant coach,1988-01-11,England,1fk5l4hkqk12i7zske6mcqju6,NaN,NaN,NaN,NaN,2023-09-13Z,2023-10-28Z,active,no,NaN,NaN,NaN,NaN
5wizqdz9pct40x11j2y3y0wh6,Effiong,Nsungusi Junior,Effiong,Nsungusi,Male,E. Nsungusi,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Attacker,player,1999-11-04,Nigeria,63pvdwrsiq5b07mzi8igqei9p,195.0,NaN,NaN,NaN,2024-01-01Z,2024-02-17Z,active,no,NaN,NaN,NaN,NaN
