id,firstName,lastName,shortFirstName,shortLastName,gender,matchName,nationality,nationalityId,position,type,dateOfBirth,countryOfBirth,countryOfBirthId,height,weight,shirtNumber,startDate,endDate,status,active,secondNationality,secondNationalityId,placeOfBirth,foot,knownName
cywd7q1m77lwe5q2dof7rvf9w,Daniel,Carter Bodden,Daniel,Carter,Male,D. Carter,Honduras,56ftnqeq3x3j77uone8qm5ow6,Attacker,player,2003-09-12,Honduras,56ftnqeq3x3j77uone8qm5ow6,185.0,70.0,20.0,2025-01-31Z,2025-07-16Z,active,no,NaN,NaN,NaN,NaN,NaN
da2xipmbg3v2jwwe6twcs1fu2,Christian,Sorto,Christian,Sorto,Male,C. Sorto,El Salvador,6jovhn8du7uhbedi92voitt3k,Midfielder,player,2000-01-19,USA,7hr2f89v44y65dyu9k92vprwn,175.0,72.0,99.0,2025-07-22Z,NaN,active,yes,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,NaN
dowfebdy2qnsz8hkj0ilrux62,Kofi,Twumasi,Kofi,Twumasi,Male,K. Twumasi,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,1996-08-30,Ghana,2q2sw72utw5gu9t5y4knckwba,180.0,77.0,21.0,2025-02-19Z,NaN,active,yes,Ghana,2q2sw72utw5gu9t5y4knckwba,Kumasi,NaN,NaN
qu5v4hmvt61oz0z0an5tn11w,Kenneth,Hoban,Kenneth,Hoban,Male,K. Hoban,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,2009-04-29,USA,7hr2f89v44y65dyu9k92vprwn,180.0,72.0,29.0,2025-01-31Z,NaN,active,yes,NaN,NaN,El Paso,NaN,NaN
109e64uz1hq4tb3rspek41qll,Jamie Craig,Webber,Jamie,Webber,Male,J. Webber,South Africa,1kiwby3xmt97m3ejw76qs4i6k,Midfielder,player,1998-01-12,South Africa,1kiwby3xmt97m3ejw76qs4i6k,178.0,75.0,8.0,2025-04-18Z,NaN,active,yes,NaN,NaN,NaN,NaN,NaN
1d20nyyvmp0doobj6heejkowk,Taylor,Calheira,Taylor,Calheira,Male,T. Calheira,USA,7hr2f89v44y65dyu9k92vprwn,Attacker,player,2002-04-26,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,9.0,2025-01-31Z,NaN,active,yes,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,NaN,NaN,NaN
1e1wh213cg8q6lsqa3kvbjdka,Giordano,Firenze Colli,Giordano,Colli,Male,G. Colli,Australia,u5ieemi69z72c3bgczyy68lo,Midfielder,player,2000-03-12,Australia,u5ieemi69z72c3bgczyy68lo,178.0,72.0,26.0,2025-02-14Z,NaN,active,yes,England,1fk5l4hkqk12i7zske6mcqju6,NaN,NaN,NaN
1ntf3x9ay255qut54al2mt0q,Trevor,Amann,Trevor,Amann,Male,T. Amann,USA,7hr2f89v44y65dyu9k92vprwn,Attacker,player,1998-05-03,USA,7hr2f89v44y65dyu9k92vprwn,185.0,77.0,19.0,2025-07-31Z,NaN,active,yes,NaN,NaN,Westminster,NaN,NaN
1o7iht0ow216jvo5qm64akup6,Stefan,Stojanovic,Stefan,Stojanovic,Male,S. Stojanovic,USA,7hr2f89v44y65dyu9k92vprwn,Attacker,player,2001-03-03,USA,7hr2f89v44y65dyu9k92vprwn,183.0,79.0,19.0,2024-02-08Z,2025-06-11Z,active,no,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN
2giowiodzndu5m2gwn79iiui1,Lamar DeShawn,Batista,Lamar,Batista,Male,L. Batista,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,1998-03-07,USA,7hr2f89v44y65dyu9k92vprwn,196.0,84.0,15.0,2025-01-02Z,NaN,active,yes,NaN,NaN,Waco,left,NaN
2imizu6je16b3ssheijycxjh1,Harvey William,St Clair,Harvey,St Clair,Male,H. St Clair,Scotland,1xf68d0a8lnnq30hnnn8kr6ut,Defender,player,1998-11-13,England,1fk5l4hkqk12i7zske6mcqju6,183.0,72.0,47.0,2024-02-02Z,NaN,active,yes,England,1fk5l4hkqk12i7zske6mcqju6,NaN,right,NaN
3me8mlpj9tgn82v2mwyibpkb8,Cole,Johnson,Cole,Johnson,Male,C. Johnson,USA,7hr2f89v44y65dyu9k92vprwn,Goalkeeper,player,2002-04-08,USA,7hr2f89v44y65dyu9k92vprwn,185.0,75.0,39.0,2025-05-09Z,NaN,active,yes,NaN,NaN,Phoenix,right,NaN
3us4v9maph23fe71alg2f2jh0,Michael Melvin,Creek,Michael,Creek,Male,M. Creek,USA,7hr2f89v44y65dyu9k92vprwn,Goalkeeper,player,1998-03-05,USA,7hr2f89v44y65dyu9k92vprwn,188.0,88.0,1.0,2024-02-22Z,NaN,active,yes,NaN,NaN,St. Louis,NaN,NaN
441plehxckmdj5gb2mr6y8ne2,Eliot,Goldthorp,Eliot,Goldthorp,Male,E. Goldthorp,England,1fk5l4hkqk12i7zske6mcqju6,Midfielder,player,2001-11-03,England,1fk5l4hkqk12i7zske6mcqju6,180.0,78.0,37.0,2025-06-06Z,2025-12-31Z,active,yes,NaN,NaN,Leeds,NaN,NaN
4r4a2d3piuh8wusw8ftrsh016,Bryan,Dowd,Bryan,Dowd,Male,B. Dowd,USA,7hr2f89v44y65dyu9k92vprwn,Goalkeeper,player,2002-03-08,USA,7hr2f89v44y65dyu9k92vprwn,190.0,80.0,31.0,2025-03-06Z,2025-05-09Z,active,no,NaN,NaN,Oak Park,right,NaN
5ku33b8dbb20fhqdg8h83rdyi,Arthur,Rogers,Arthur,Rogers,Male,A. Rogers,England,1fk5l4hkqk12i7zske6mcqju6,Defender,player,1996-09-26,England,1fk5l4hkqk12i7zske6mcqju6,183.0,79.0,14.0,2024-01-01Z,NaN,active,yes,NaN,NaN,London,NaN,NaN
64amlcisr3cr924jwy25rjs9h,Lucas Ryan,Stauffer,Lucas,Stauffer,Male,L. Stauffer,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,1995-04-21,USA,7hr2f89v44y65dyu9k92vprwn,170.0,71.0,12.0,2025-04-23Z,NaN,active,yes,NaN,NaN,NaN,NaN,NaN
6j9gbfyvpr5lqp6aak54597ca,Johan,Peñaranda,Johan,Peñaranda,Male,J. Peñaranda,USA,7hr2f89v44y65dyu9k92vprwn,Goalkeeper,player,2000-01-03,USA,7hr2f89v44y65dyu9k92vprwn,183.0,80.0,99.0,2024-06-07Z,NaN,active,yes,Colombia,6kby8rq1p01fg5ds38ckkrcs5,NaN,NaN,NaN
87pe681vhgbb6plpej3tr74oa,Kalil Mhaidi,ElMedkhar,Kalil,ElMedkhar,Male,K. ElMedkhar,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,1999-08-18,USA,7hr2f89v44y65dyu9k92vprwn,183.0,78.0,10.0,2024-12-01Z,NaN,active,yes,Syria,3tsnzfkszhsktmhsmwar1tvp8,Middletown,NaN,NaN
8dozyetopy6sf9k97lazl09gp,Luke,Spencer,Luke,Spencer,Male,L. Spencer,USA,7hr2f89v44y65dyu9k92vprwn,NaN,coach,1990-11-28,USA,7hr2f89v44y65dyu9k92vprwn,188.0,91.0,NaN,2024-11-14Z,NaN,active,yes,NaN,NaN,Cincinnati,NaN,NaN
8td51fzpdl6c1yrz6r0igle22,Delentz Fertil,Pierre,Delentz,Pierre,Male,D. Pierre,Haiti,5mp58o38d0mr5qt8g4o6l7efg,Defender,player,2000-09-16,USA,7hr2f89v44y65dyu9k92vprwn,185.0,79.0,4.0,2025-01-17Z,NaN,active,yes,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,NaN
9etod4kwf9f5ye7jzc5ez0e3u,Edwin David,Laszo Ramos,Edwin,Laszo,Male,E. Laszo,Colombia,6kby8rq1p01fg5ds38ckkrcs5,Midfielder,player,1999-03-02,Colombia,6kby8rq1p01fg5ds38ckkrcs5,184.0,82.0,17.0,2024-03-14Z,2025-05-16Z,active,no,Spain,49ih1pwv3ahshdf8uzrimi54c,Santander de Quilichao,NaN,NaN
am6xykrxjymw2qpqli6upysq,Al Hassan,Touré,Al Hassan,Touré,Male,A. Touré,Australia,u5ieemi69z72c3bgczyy68lo,Attacker,player,2000-05-30,Guinea,4i9sg55wigitrfx7290f59ceo,185.0,82.0,35.0,2025-04-04Z,2025-07-23Z,active,no,Guinea,4i9sg55wigitrfx7290f59ceo,Guéckédou,right,NaN
ar3kru8u2ahrmouc4db1i9no4,Anthony,Harper,Anthony,Harper,Male,A. Harper,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,2007-04-02,USA,7hr2f89v44y65dyu9k92vprwn,193.0,82.0,25.0,2025-06-13Z,NaN,active,yes,NaN,NaN,NaN,NaN,NaN
bw0h202lprp7jzdtp6hv78ixh,Marcos Vinícius,Cerato,Marcos Vinícius,Cerato,Male,Marcos Cerato,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,Midfielder,player,1994-02-08,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,170.0,80.0,5.0,2025-03-14Z,NaN,active,yes,Italy,25f2cmb2r8mk5rj92tzer6kvv,Curitiba,left,Marcos Cerato
cdyrj15oxu3l5sgzgwof8ohgq,Faysal,Bettache,Faysal,Bettache,Male,F. Bettache,England,1fk5l4hkqk12i7zske6mcqju6,Midfielder,player,2000-07-07,England,1fk5l4hkqk12i7zske6mcqju6,185.0,77.0,77.0,2024-07-25Z,2025-07-24Z,active,no,Algeria,1ayprcriqhb8iv10ch70clppu,Westminster,NaN,NaN
ckefp96qi7xs4yt9n329paajt,Andrew,Booth,Andrew,Booth,Male,A. Booth,Jamaica,gimxu1vjwoa2xrecyd9gtyoc,Midfielder,player,1997-07-16,Jamaica,gimxu1vjwoa2xrecyd9gtyoc,183.0,82.0,7.0,2024-07-13Z,NaN,active,yes,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,NaN
d99eakp27bro9g50wpzti8rca,Abdoulaye,Cissoko,Abdoulaye,Cissoko,Male,A. Cissoko,France,7gww28djs405rfga69smki84o,Defender,player,1999-12-27,France,7gww28djs405rfga69smki84o,191.0,97.0,91.0,2025-01-20Z,NaN,active,yes,Senegal,6hhqyhr5cwq2pfprlazyposyk,Sèvres,right,NaN
dg0vj3tk1fqeyuocfy4rmyoh6,Patrick,Seagrist,Patrick,Seagrist,Male,P. Seagrist,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,1998-02-21,USA,7hr2f89v44y65dyu9k92vprwn,183.0,77.0,20.0,2023-08-01Z,NaN,active,yes,NaN,NaN,NaN,NaN,NaN
dgpphcc9ql3pv3b4chhchml90,Owen,Damm,Owen,Damm,Male,O. Damm,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,2003-08-22,USA,7hr2f89v44y65dyu9k92vprwn,180.0,68.0,2.0,2024-05-17Z,NaN,active,yes,NaN,NaN,Versailles,right,NaN
dks0ibq4b4i2w3bcc05v8rhn8,Alexander Marcus,Dalou,Alexander,Dalou,Male,A. Dalou,USA,7hr2f89v44y65dyu9k92vprwn,Attacker,player,2000-08-24,USA,7hr2f89v44y65dyu9k92vprwn,173.0,68.0,21.0,2024-03-12Z,NaN,active,yes,NaN,NaN,West Bloomfield,right,NaN
do5q14naxm61jw8px8qvacn4k,Boubacar,Diallo,Boubacar,Diallo,Male,B. Diallo,Senegal,6hhqyhr5cwq2pfprlazyposyk,Midfielder,player,2002-12-09,USA,7hr2f89v44y65dyu9k92vprwn,183.0,77.0,6.0,2024-03-13Z,NaN,active,yes,USA,7hr2f89v44y65dyu9k92vprwn,Livingston,left,NaN
dtb9aa7wp7e73bm367myma1n9,John,Berner,John,Berner,Male,J. Berner,USA,7hr2f89v44y65dyu9k92vprwn,Goalkeeper,player,1991-02-14,USA,7hr2f89v44y65dyu9k92vprwn,191.0,94.0,30.0,2025-04-01Z,2025-04-23Z,active,no,NaN,NaN,St. Louis,right,NaN
16si0dgkuqvahp0x1bjr37xuc,Junior,Moreira,Junior,Moreira,Male,Junior Moreira,Guinea-Bissau,5ikz7810612v7a6l5u6gxa6vm,Midfielder,player,2003-03-26,Guinea-Bissau,5ikz7810612v7a6l5u6gxa6vm,NaN,NaN,8.0,2025-02-26Z,NaN,active,yes,NaN,NaN,NaN,NaN,Junior Moreira
38ghqgck8fwnxap6em08avzs9,Jordan Jeff Chad-Ray,Scarlett,Jordan,Scarlett,Male,J. Scarlett,Jamaica,gimxu1vjwoa2xrecyd9gtyoc,Defender,player,1995-07-08,Jamaica,gimxu1vjwoa2xrecyd9gtyoc,185.0,88.0,4.0,2024-01-08Z,NaN,active,yes,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,NaN
3ei1s8oyub83owfxxbsygmsmi,Jonathan,Jiménez Vargas,Jonathan,Jiménez,Male,J. Jiménez,USA,7hr2f89v44y65dyu9k92vprwn,Attacker,player,2001-04-25,Mexico,5trdr3jf42i20zj1hnkvcytr6,178.0,76.0,17.0,2025-01-31Z,NaN,active,yes,Mexico,5trdr3jf42i20zj1hnkvcytr6,Jiquilpan Michoacán,NaN,NaN
4iepghv4p490fxo5s429qeicq,Jack Michael,Panayotou,Jack,Panayotou,Male,J. Panayotou,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,2004-06-05,USA,7hr2f89v44y65dyu9k92vprwn,175.0,70.0,16.0,2025-04-25Z,2025-11-30Z,active,yes,Cyprus,3om8cj5nhmq1rzzkykubm5icj,Cambridge,left,NaN
5r88subg9jy8zg4y97tzwzxm1,Kyle Lyndon Adonis,Sanchez Edwards,Kyle,Edwards,Male,K. Edwards,St. Vincent and the Grenadines,5zvk0qh18y5hue4t558ynk0a2,Attacker,player,1997-01-15,St. Vincent and the Grenadines,5zvk0qh18y5hue4t558ynk0a2,175.0,84.0,71.0,2023-03-09Z,NaN,active,yes,NaN,NaN,Barrouallie,NaN,NaN
69j92vzo1swgodk0g9g2ksqqy,Baboucarr,Njie,Baboucarr,Njie,Male,B. Njie,Gambia,4ix3ulx7h2a09r16jo9qdbuvp,Defender,player,1995-06-05,Gambia,4ix3ulx7h2a09r16jo9qdbuvp,185.0,75.0,5.0,2025-07-29Z,NaN,active,yes,USA,7hr2f89v44y65dyu9k92vprwn,Serrekunda,NaN,NaN
6pqwh2z47uwgr9u9y8n79ppzp,Marlon,Hairston,Marlon,Hairston,Male,M. Hairston,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,1994-03-23,USA,7hr2f89v44y65dyu9k92vprwn,183.0,71.0,94.0,2024-01-31Z,NaN,active,yes,NaN,NaN,Jackson,right,NaN
6rbvn6lklv4k19jq17erwym7d,Justin,Ingram,Justin,Ingram,Male,J. Ingram,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,1998-12-21,USA,7hr2f89v44y65dyu9k92vprwn,173.0,69.0,27.0,2024-04-10Z,NaN,active,yes,NaN,NaN,NaN,NaN,NaN
6tesoh4ckbbkisphokig9yqz8,Emmanuel Sahr,Samadia,Emmanuel,Samadia,Male,E. Samadia,Sierra Leone,7kilikg56sxc0dsd6168dr57b,Defender,player,2001-04-19,Sierra Leone,7kilikg56sxc0dsd6168dr57b,170.0,63.0,19.0,2024-01-01Z,NaN,active,yes,NaN,NaN,NaN,NaN,NaN
7i9qesz7fugndupldntvshwd0,Samuel Alejandro,Careaga,Samuel,Careaga,Male,S. Careaga,Argentina,2vovxa97k7v7ofa85dah2xktb,Midfielder,player,2002-06-09,Argentina,2vovxa97k7v7ofa85dah2xktb,178.0,75.0,10.0,2025-01-31Z,2025-12-31Z,active,yes,NaN,NaN,Avellaneda,left,NaN
7iqdugp3e3dtq2dcp0ufzbsnp,Brendan,Burke,Brendan,Burke,Male,B. Burke,USA,7hr2f89v44y65dyu9k92vprwn,NaN,coach,1982-11-12,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,NaN,2024-01-31Z,NaN,active,yes,NaN,NaN,NaN,NaN,NaN
8dl30qnybqayjk7dpynbzm5uc,Joe Lucas,Santos,Joe Lucas,Santos,Male,Joe Lucas Santos,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,NaN,assistant coach,NaN,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,NaN,NaN,NaN,2024-10-18Z,NaN,active,yes,NaN,NaN,NaN,NaN,Joe Lucas Santos
8ecb1shzu9migh6lv1bnku8es,Justin,DiCarlo,Justin,DiCarlo,Male,J. DiCarlo,USA,7hr2f89v44y65dyu9k92vprwn,Goalkeeper,player,2004-06-28,USA,7hr2f89v44y65dyu9k92vprwn,188.0,84.0,44.0,2024-01-31Z,NaN,active,yes,NaN,NaN,NaN,NaN,NaN
8qqehla9xvhut6uua4a0zcju2,Sebastian Sun,Anderson,Sebastian,Anderson,Male,S. Anderson,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,2002-08-08,USA,7hr2f89v44y65dyu9k92vprwn,173.0,70.0,2.0,2025-02-06Z,NaN,active,yes,Hungary,1vy5vlux7mj2r7r9ktd71hhpo,Sacramento,right,NaN
984jr9d6sbi5l5vt9ct1b6cph,Adrián Arturo,Diz Pe,Adrián,Diz,Male,A. Diz,Cuba,ws166hrbk0nwte3ypn8mm36g,Defender,player,1994-03-04,Cuba,ws166hrbk0nwte3ypn8mm36g,191.0,85.0,30.0,2025-01-31Z,NaN,active,yes,NaN,NaN,La Habana,right,NaN
9blzzcpytqe7o9rdte1s6mw6i,Beverly,Makangila,Beverly,Makangila,Male,B. Makangila,Congo DR,6xq2smnxqvc5bh7vzza9ljiy9,Midfielder,player,2000-04-11,Congo DR,6xq2smnxqvc5bh7vzza9ljiy9,180.0,75.0,6.0,2023-02-01Z,NaN,active,yes,NaN,NaN,Kinshasa,NaN,NaN
9ie6oja1bojocjl4fg4wingno,Spencer,Gordon,Spencer,Gordon,Male,S. Gordon,USA,7hr2f89v44y65dyu9k92vprwn,Attacker,player,2006-09-27,USA,7hr2f89v44y65dyu9k92vprwn,183.0,72.0,29.0,2025-03-15Z,NaN,active,yes,NaN,NaN,NaN,NaN,NaN
9izknjlz6zunwjpo4u94q855g,Mamadou,Dieng,Mamadou,Dieng,Male,M. Dieng,Senegal,6hhqyhr5cwq2pfprlazyposyk,Attacker,player,2004-02-04,Senegal,6hhqyhr5cwq2pfprlazyposyk,188.0,77.0,9.0,2024-01-31Z,NaN,active,yes,NaN,NaN,NaN,NaN,NaN
a12t1zv0y8gzzf6p3jrotkoic,Owen,Presthus,Owen,Presthus,Male,O. Presthus,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,2006-02-21,USA,7hr2f89v44y65dyu9k92vprwn,178.0,70.0,23.0,2025-08-15Z,2026-06-30Z,active,yes,NaN,NaN,New Albany,both,NaN
anjvzouaakcjoj1s5ypa0zpp1,Aaron,Wheeler,Aaron,Wheeler,Male,A. Wheeler,USA,7hr2f89v44y65dyu9k92vprwn,NaN,assistant coach,1988-05-11,USA,7hr2f89v44y65dyu9k92vprwn,196.0,79.0,NaN,2024-10-26Z,NaN,active,yes,NaN,NaN,Baltimore,NaN,NaN
b7pzjfl5fuvivmc2x9defzfmx,Deshane Robert,Beckford,Deshane,Beckford,Male,D. Beckford,Jamaica,gimxu1vjwoa2xrecyd9gtyoc,Attacker,player,1998-04-14,Jamaica,gimxu1vjwoa2xrecyd9gtyoc,175.0,63.0,7.0,2024-01-02Z,NaN,active,yes,NaN,NaN,Montego Bay,NaN,NaN
c7q476j0dkl7e4fhqqlsp5rai,Thomas John,Presthus,TJ,Presthus,Male,T. Presthus,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,2003-02-13,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,22.0,2025-01-31Z,NaN,active,yes,NaN,NaN,"New Albany, OH",NaN,NaN
cjn2oln0v5o7x7unmsk305250,Kauan,Ribeiro,Kauan,Ribeiro,Male,K. Ribeiro,USA,7hr2f89v44y65dyu9k92vprwn,Attacker,player,2007-02-24,USA,7hr2f89v44y65dyu9k92vprwn,175.0,77.0,28.0,2024-09-06Z,NaN,active,yes,NaN,NaN,NaN,NaN,NaN
crhe42indjb3mb7di7yh1zndg,Gerold Antony,Siaha Ngnepi,Antony,Siaha,Male,A. Siaha,USA,7hr2f89v44y65dyu9k92vprwn,Goalkeeper,player,1998-04-27,Cameroon,4eb9feio6u267dd1jcwaf38mt,198.0,97.0,77.0,2025-02-25Z,NaN,active,yes,Cameroon,4eb9feio6u267dd1jcwaf38mt,Yaoundé,NaN,NaN
dkk3twgai2ldi75eh0xr37hbe,Michee,Nzomba Ngalina,Michee,Ngalina,Male,M. Ngalina,Congo DR,6xq2smnxqvc5bh7vzza9ljiy9,Attacker,player,2000-04-06,Congo DR,6xq2smnxqvc5bh7vzza9ljiy9,180.0,68.0,11.0,2024-02-08Z,NaN,active,yes,NaN,NaN,Kinshasa,NaN,NaN
dqvxmefhimxvxstvlz5yd7ysp,Joseph,Farrell,Joseph,Farrell,Male,J. Farrell,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,1994-02-13,USA,7hr2f89v44y65dyu9k92vprwn,188.0,84.0,15.0,2023-12-04Z,NaN,active,yes,NaN,NaN,Whitpain Township,NaN,NaN
lu2g4n0jcfxk41i8ro05ad5g,Adewale Abdulgafar,Obalola,Adewale,Obalola,Male,A. Obalola,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Midfielder,player,2004-12-05,Nigeria,63pvdwrsiq5b07mzi8igqei9p,NaN,NaN,81.0,2025-01-31Z,NaN,active,yes,NaN,NaN,NaN,NaN,NaN
1lk61nwcvayf0ep21p31xcfzd,Bruno Manuel,Rendón Cardoso,Bruno,Rendón,Male,B. Rendón,Cuba,ws166hrbk0nwte3ypn8mm36g,Defender,player,2000-05-07,Cuba,ws166hrbk0nwte3ypn8mm36g,188.0,84.0,27.0,2025-01-31Z,NaN,active,yes,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,NaN
1nl79aq9il743hgoaijmupmmt,Elliott John,Collier,Elliot,Collier,Male,E. Collier,New Zealand,wcq2y28a27syx5do1k2i2nj8,Attacker,player,1995-02-22,New Zealand,wcq2y28a27syx5do1k2i2nj8,193.0,82.0,18.0,2024-01-31Z,NaN,active,yes,NaN,NaN,Hamilton,NaN,NaN
1x95h6xtnycmvpqu7vgu4vh79,Hayden Anthony Roy,White,Hayden,White,Male,H. White,England,1fk5l4hkqk12i7zske6mcqju6,Defender,player,1995-04-15,England,1fk5l4hkqk12i7zske6mcqju6,185.0,68.0,33.0,2024-08-30Z,NaN,active,yes,Jamaica,gimxu1vjwoa2xrecyd9gtyoc,London,right,NaN
2co6fedrz8anjzy9ise76dplh,Jack James,Blake,Jack,Blake,Male,J. Blake,Scotland,1xf68d0a8lnnq30hnnn8kr6ut,Midfielder,player,1994-09-22,England,1fk5l4hkqk12i7zske6mcqju6,180.0,70.0,8.0,2023-03-09Z,NaN,active,yes,England,1fk5l4hkqk12i7zske6mcqju6,Nottingham,NaN,NaN
2pka62t1zg04jwkcx6zbc4wlw,Finn,McRobb,Finn,McRobb,Male,F. McRobb,Scotland,1xf68d0a8lnnq30hnnn8kr6ut,Defender,player,2002-01-30,Scotland,1xf68d0a8lnnq30hnnn8kr6ut,191.0,82.0,4.0,2025-01-31Z,NaN,active,yes,NaN,NaN,Glasgow,NaN,NaN
33t1aoog229o5f7okwwg5d6ac,Logan,Neidlinger,Logan,Neidlinger,Male,L. Neidlinger,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,2005-09-06,USA,7hr2f89v44y65dyu9k92vprwn,183.0,70.0,17.0,2024-01-31Z,NaN,active,yes,NaN,NaN,Indianapolis,NaN,NaN
54c6tpqni8ggfg1pyrmdpsxlg,Maverick,McCoy,Maverick,McCoy,Male,M. McCoy,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,2007-07-24,USA,7hr2f89v44y65dyu9k92vprwn,188.0,79.0,55.0,2024-01-31Z,NaN,active,yes,NaN,NaN,Carmel,NaN,NaN
54yx5xkqrktd2hp0sxjx6hm8l,James Mzamo,Musa,James,Musa,Male,J. Musa,New Zealand,wcq2y28a27syx5do1k2i2nj8,Defender,player,1992-04-01,England,1fk5l4hkqk12i7zske6mcqju6,183.0,82.0,41.0,2024-07-04Z,NaN,active,yes,England,1fk5l4hkqk12i7zske6mcqju6,Plymouth,left,NaN
5fhb206czgy2ul5j0tsqeo7ah,Elvis Takyi,Amoh,Elvis,Amoh,Male,E. Amoh,Ghana,2q2sw72utw5gu9t5y4knckwba,Attacker,player,1992-02-02,Ghana,2q2sw72utw5gu9t5y4knckwba,191.0,79.0,22.0,2025-01-31Z,NaN,active,yes,NaN,NaN,Accra,NaN,NaN
637c2iedo7modc3ekt36c2m7d,Aedan,Stanley,Aedan,Stanley,Male,A. Stanley,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,1999-12-13,USA,7hr2f89v44y65dyu9k92vprwn,180.0,78.0,16.0,2024-01-31Z,NaN,active,yes,NaN,NaN,Columbia,NaN,NaN
76od5yfsh53j6fbfosb36cwoa,Sean,McAuley,Sean,McAuley,Male,S. McAuley,England,1fk5l4hkqk12i7zske6mcqju6,NaN,coach,1972-06-23,England,1fk5l4hkqk12i7zske6mcqju6,183.0,NaN,NaN,2024-01-31Z,NaN,active,yes,Scotland,1xf68d0a8lnnq30hnnn8kr6ut,Sheffield,NaN,NaN
7ad4uvgwiwtjy23nt3yjsmctm,Oliver Bertil,Brynéus,Oliver,Brynéus,Male,O. Brynéus,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Attacker,player,1998-09-05,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,21.0,2025-01-31Z,NaN,active,yes,NaN,NaN,NaN,NaN,NaN
8delieh6jv1cgaukmgcwfjsic,Edward,Kizza,Edward,Kizza,Male,E. Kizza,Uganda,1j6yonplolalz6goyopv7xd1k,Attacker,player,1998-12-17,Uganda,1j6yonplolalz6goyopv7xd1k,175.0,77.0,19.0,2025-01-31Z,NaN,active,yes,NaN,NaN,Kampala,NaN,NaN
97d0drjb3zqkh5ozfufg17nys,Patrick,Hogan,Patrick,Hogan,Male,P. Hogan,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,1997-09-17,USA,7hr2f89v44y65dyu9k92vprwn,191.0,87.0,3.0,2025-01-31Z,NaN,active,yes,NaN,NaN,Charlotte,NaN,NaN
9tispdm7tc3te31awsfcmd905,Aodhan,Quinn,Aodhan,Quinn,Male,A. Quinn,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,1992-03-22,USA,7hr2f89v44y65dyu9k92vprwn,183.0,76.0,14.0,2023-03-09Z,NaN,active,yes,NaN,NaN,San Diego,right,NaN
a2bwi8risp0a9q88cno5wlihh,Romario Garfield,Williams,Romario,Williams,Male,R. Williams,Jamaica,gimxu1vjwoa2xrecyd9gtyoc,Attacker,player,1994-08-15,Jamaica,gimxu1vjwoa2xrecyd9gtyoc,180.0,77.0,9.0,2024-06-14Z,NaN,active,yes,NaN,NaN,Portmore,right,NaN
arxprecroj7kqwx1tmkhhfsdm,Benjamin,Ofeimu,Ben,Ofeimu,Male,B. Ofeimu,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,2000-09-30,USA,7hr2f89v44y65dyu9k92vprwn,193.0,93.0,30.0,2024-04-11Z,NaN,active,yes,NaN,NaN,West Bloomfield Township,right,NaN
blts89a19itip4gjeagcwc1xx,Cameron,Lindley,Cam,Lindley,Male,C. Lindley,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,1997-07-18,USA,7hr2f89v44y65dyu9k92vprwn,175.0,72.0,6.0,2023-03-09Z,NaN,active,yes,NaN,NaN,Carmel,NaN,NaN
